id,typ,upplåtelseform,pris,avgift,rum,boyta,kvadratmeterpris,område,stad,adress,lat,lon,tillgänglig,created_at,valuta,boyta_enhet,pris_per_kvm
732,hus,köpa,2139378,1794,1,19,112598,Södermalm,Stockholm,Björkgatan 11,59.30578,18.07421,True,2025-09-20,SEK,m²,112599.0
733,hus,köpa,1225792,1700,1,19,64515,Hisingen,Göteborg,Storgatan 107,57.72668,11.89706,True,2026-03-09,SEK,m²,64515.0
734,hus,köpa,10230050,2772,4,88,116250,Vasastan,Stockholm,Bergsgatan 76,59.34305,18.04509,True,2025-09-27,SEK,m²,116251.0
735,lägenhet,köpa,5293011,3250,2,44,120295,Lidingö,Stockholm,Parkvägen 116,59.37531,18.15603,True,2026-01-13,SEK,m²,120296.0
736,lägenhet,köpa,4348253,4796,3,66,65882,Linnéstaden,Göteborg,Skolvägen 87,57.69381,11.95763,False,2026-01-23,SEK,m²,65883.0
737,hus,köpa,7286762,3143,5,95,76702,Nacka,Stockholm,Strandvägen 56,59.30268,18.1698,True,2026-03-11,SEK,m²,76703.0
738,hus,hyra,18777,0,5,110,0,Majorna,Göteborg,Bergsgatan 46,57.68931,11.93097,True,2025-06-11,SEK,m²,171.0
739,lägenhet,köpa,7320171,3883,4,84,87144,Spånga,Stockholm,Kungsgatan 98,59.37726,17.89297,True,2025-05-30,SEK,m²,87145.0
740,lägenhet,köpa,10368233,4436,5,100,103682,Solna,Stockholm,Bergsgatan 18,59.36745,18.00648,False,2025-09-26,SEK,m²,103682.0
741,lägenhet,hyra,3253,0,1,24,0,Centrum,Göteborg,Kungsgatan 18,57.70844,11.97437,True,2025-12-17,SEK,m²,136.0
742,hus,köpa,8261603,4488,4,112,73764,Linnéstaden,Göteborg,Lindvägen 35,57.70386,11.94839,True,2025-04-18,SEK,m²,73764.0
743,hus,köpa,5298024,4261,6,150,35320,Rosengård,Malmö,Kungsgatan 84,55.58102,13.03274,True,2025-10-18,SEK,m²,35320.0
744,hus,köpa,8969998,2288,5,125,71759,Hisingen,Göteborg,Lindvägen 94,57.73452,11.89724,True,2025-04-20,SEK,m²,71760.0
745,hus,köpa,1029382,3907,1,21,49018,Västra Hamnen,Malmö,Kyrkogatan 81,55.61855,12.96607,True,2026-02-11,SEK,m²,49018.0
746,lägenhet,hyra,3388,0,1,28,0,Limhamn,Malmö,Hornsgatan 115,55.59102,12.92675,True,2025-12-05,SEK,m²,121.0
747,hus,köpa,1589028,3800,2,36,44139,Limhamn,Malmö,Storgatan 84,55.58717,12.93372,True,2026-02-22,SEK,m²,44140.0
748,lägenhet,köpa,3362416,5321,3,84,40028,Västra Hamnen,Malmö,Strandvägen 48,55.60677,12.96797,True,2025-05-02,SEK,m²,40029.0
749,lägenhet,hyra,14653,0,6,108,0,Rosengård,Malmö,Hornsgatan 20,55.59209,13.02722,True,2026-03-03,SEK,m²,136.0
750,hus,köpa,3995625,3367,4,84,47566,Hisingen,Göteborg,Kungsgatan 74,57.73542,11.90495,True,2026-01-10,SEK,m²,47567.0
751,hus,köpa,922021,3776,1,21,43905,Rosengård,Malmö,Skolvägen 29,55.58979,13.03713,True,2025-08-13,SEK,m²,43906.0
752,lägenhet,köpa,3026201,1252,1,23,131573,Vasastan,Stockholm,Bergsgatan 49,59.33494,18.05525,True,2025-10-19,SEK,m²,131574.0
753,lägenhet,hyra,22749,0,6,150,0,Södermalm,Stockholm,Drottninggatan 36,59.31597,18.0809,True,2026-03-28,SEK,m²,152.0
754,lägenhet,hyra,15381,0,5,105,0,Limhamn,Malmö,Bergsgatan 116,55.57781,12.93058,False,2025-05-28,SEK,m²,146.0
755,lägenhet,köpa,1408672,2695,2,38,37070,Västra Hamnen,Malmö,Kungsgatan 92,55.61964,12.97927,True,2025-10-18,SEK,m²,37070.0
756,hus,köpa,5579169,3289,2,52,107291,Vasastan,Stockholm,Hornsgatan 73,59.34879,18.05875,False,2025-05-25,SEK,m²,107292.0
757,hus,köpa,1913814,3091,3,57,33575,Limhamn,Malmö,Storgatan 73,55.58129,12.93733,True,2026-02-09,SEK,m²,33576.0
758,lägenhet,köpa,13444392,7783,5,110,122221,Östermalm,Stockholm,Strandvägen 55,59.3351,18.0832,False,2025-11-15,SEK,m²,122222.0
759,hus,köpa,8613966,2012,3,69,124840,Solna,Stockholm,Drottninggatan 43,59.36118,18.00953,True,2025-12-27,SEK,m²,124840.0
760,lägenhet,hyra,6402,0,2,42,0,Västra Hamnen,Malmö,Kyrkogatan 104,55.62038,12.98007,True,2026-01-13,SEK,m²,152.0
761,lägenhet,hyra,9038,0,3,69,0,Majorna,Göteborg,Parkvägen 98,57.69586,11.9351,False,2025-10-03,SEK,m²,131.0
762,lägenhet,köpa,3539783,5903,3,84,42140,Hyllie,Malmö,Bergsgatan 76,55.56275,12.97081,True,2025-07-16,SEK,m²,42140.0
763,lägenhet,hyra,3269,0,1,20,0,Hägersten,Stockholm,Sveavägen 73,59.31197,17.9923,True,2025-11-03,SEK,m²,163.0
764,hus,köpa,6640358,3516,6,144,46113,Limhamn,Malmö,Lindvägen 112,55.59002,12.93162,True,2026-03-18,SEK,m²,46114.0
765,lägenhet,hyra,6083,0,2,46,0,Limhamn,Malmö,Strandvägen 60,55.58187,12.93166,True,2025-04-20,SEK,m²,132.0
766,hus,köpa,2506258,4292,1,27,92824,Vasastan,Stockholm,Storgatan 50,59.34507,18.04248,True,2026-02-21,SEK,m²,92824.0
767,lägenhet,köpa,3058140,1321,1,27,113264,Lidingö,Stockholm,Skolvägen 98,59.36354,18.14828,False,2026-02-02,SEK,m²,113264.0
768,hus,köpa,3664277,2240,4,92,39829,Rosengård,Malmö,Hornsgatan 89,55.59005,13.02524,True,2026-03-17,SEK,m²,39829.0
769,hus,köpa,6080896,4023,5,130,46776,Hyllie,Malmö,Lindvägen 116,55.55625,12.97631,True,2026-03-04,SEK,m²,46776.0
770,lägenhet,köpa,6186415,6010,5,125,49491,Hisingen,Göteborg,Kungsgatan 118,57.72827,11.90001,True,2025-10-10,SEK,m²,49491.0
771,lägenhet,hyra,17693,0,5,100,0,Limhamn,Malmö,Lindvägen 11,55.58629,12.93476,False,2026-01-18,SEK,m²,177.0
772,lägenhet,hyra,7499,0,2,42,0,Kungsholmen,Stockholm,Lindvägen 33,59.3381,18.03454,False,2025-08-28,SEK,m²,179.0
773,lägenhet,hyra,9642,0,2,54,0,Limhamn,Malmö,Sveavägen 93,55.57889,12.92151,True,2026-03-10,SEK,m²,179.0
774,lägenhet,köpa,5927788,5228,4,100,59277,Linnéstaden,Göteborg,Skolvägen 78,57.69469,11.94922,True,2025-08-18,SEK,m²,59278.0
775,lägenhet,köpa,7764169,9871,5,140,55458,Centrum,Göteborg,Storgatan 100,57.71399,11.9692,True,2025-06-27,SEK,m²,55458.0
776,lägenhet,köpa,833619,1644,1,26,32062,Limhamn,Malmö,Skolvägen 73,55.581,12.9217,True,2025-09-08,SEK,m²,32062.0
777,hus,köpa,11738786,3710,5,90,130430,Vasastan,Stockholm,Lindvägen 55,59.3491,18.05822,True,2025-11-29,SEK,m²,130431.0
778,lägenhet,köpa,2734125,2651,2,36,75947,Hisingen,Göteborg,Lindvägen 84,57.73395,11.8991,True,2025-12-01,SEK,m²,75948.0
779,hus,köpa,5158010,3938,5,90,57311,Centrum,Göteborg,Skolvägen 75,57.70117,11.96896,False,2025-11-11,SEK,m²,57311.0
780,lägenhet,hyra,18305,0,4,112,0,Hägersten,Stockholm,Storgatan 103,59.30714,18.00851,False,2025-05-23,SEK,m²,163.0
781,hus,köpa,5077561,2524,3,66,76932,Sundbyberg,Stockholm,Storgatan 39,59.35301,17.97281,False,2025-06-14,SEK,m²,76933.0
782,hus,köpa,7326736,1921,4,104,70449,Centrum,Göteborg,Bergsgatan 117,57.7146,11.96972,False,2025-12-23,SEK,m²,70449.0
783,lägenhet,köpa,2700712,3125,2,56,48227,Majorna,Göteborg,Bergsgatan 79,57.70074,11.92723,True,2025-06-27,SEK,m²,48227.0
784,lägenhet,köpa,7516606,5638,6,114,65935,Majorna,Göteborg,Storgatan 29,57.70327,11.93324,False,2025-07-26,SEK,m²,65935.0
785,lägenhet,hyra,12109,0,4,100,0,Linnéstaden,Göteborg,Strandvägen 78,57.69543,11.9452,True,2025-06-21,SEK,m²,121.0
786,lägenhet,hyra,7291,0,2,48,0,Västra Hamnen,Malmö,Storgatan 85,55.60811,12.98172,True,2026-01-18,SEK,m²,152.0
787,lägenhet,köpa,8769733,9390,5,125,70157,Linnéstaden,Göteborg,Strandvägen 109,57.70419,11.95251,False,2026-01-23,SEK,m²,70158.0
788,hus,köpa,2431909,1710,3,78,31178,Västra Hamnen,Malmö,Lindvägen 120,55.60896,12.97461,True,2026-03-17,SEK,m²,31178.0
789,lägenhet,hyra,13491,0,3,78,0,Limhamn,Malmö,Kyrkogatan 39,55.58303,12.92339,False,2026-03-20,SEK,m²,173.0
790,hus,köpa,3990214,2953,4,108,36946,Hyllie,Malmö,Lindvägen 79,55.55483,12.97156,True,2025-04-20,SEK,m²,36946.0
791,hus,köpa,1147419,2837,1,19,60390,Hisingen,Göteborg,Skolvägen 97,57.73379,11.89984,True,2026-01-26,SEK,m²,60390.0
792,hus,hyra,6843,0,2,42,0,Hyllie,Malmö,Sveavägen 9,55.56127,12.98135,True,2026-01-06,SEK,m²,163.0
793,hus,köpa,5498640,3245,6,150,36657,Rosengård,Malmö,Kungsgatan 24,55.58196,13.03946,True,2026-02-17,SEK,m²,36658.0
794,hus,köpa,7010210,3530,6,138,50798,Limhamn,Malmö,Kyrkogatan 115,55.58598,12.93326,True,2025-10-15,SEK,m²,50799.0
795,lägenhet,hyra,10347,0,4,76,0,Hyllie,Malmö,Parkvägen 18,55.56747,12.96983,True,2026-03-19,SEK,m²,136.0
796,hus,köpa,4094661,4268,3,78,52495,Västra Hamnen,Malmö,Bergsgatan 93,55.61849,12.97043,True,2025-12-29,SEK,m²,52496.0
797,lägenhet,hyra,3161,0,1,25,0,Centrum,Göteborg,Skolvägen 28,57.70261,11.97054,True,2026-01-18,SEK,m²,126.0
798,hus,köpa,3027638,2395,5,90,33640,Hyllie,Malmö,Sveavägen 98,55.5705,12.97333,True,2025-04-12,SEK,m²,33640.0
799,lägenhet,köpa,8381273,8885,5,135,62083,Majorna,Göteborg,Storgatan 32,57.69138,11.93192,False,2025-09-30,SEK,m²,62084.0
800,hus,köpa,2032544,4154,3,60,33875,Limhamn,Malmö,Strandvägen 22,55.59461,12.92948,True,2025-05-22,SEK,m²,33876.0
801,hus,köpa,5846223,4177,5,90,64958,Majorna,Göteborg,Storgatan 8,57.7049,11.94156,True,2026-03-02,SEK,m²,64958.0
802,lägenhet,köpa,6888204,7485,6,168,41001,Rosengård,Malmö,Skolvägen 68,55.59238,13.03996,True,2025-08-22,SEK,m²,41001.0
803,hus,köpa,5190188,1553,4,80,64877,Majorna,Göteborg,Björkgatan 21,57.69237,11.92377,True,2025-10-22,SEK,m²,64877.0
804,hus,hyra,16192,0,6,132,0,Rosengård,Malmö,Drottninggatan 23,55.59007,13.03271,True,2026-02-20,SEK,m²,123.0
805,hus,köpa,12721099,1836,6,132,96371,Kungsholmen,Stockholm,Sveavägen 72,59.33108,18.03567,True,2026-02-09,SEK,m²,96372.0
806,hus,köpa,1997539,3968,1,26,76828,Majorna,Göteborg,Parkvägen 118,57.70548,11.93189,False,2026-04-02,SEK,m²,76828.0
807,hus,köpa,8365278,4185,3,66,126746,Södermalm,Stockholm,Storgatan 32,59.30667,18.06746,True,2025-05-04,SEK,m²,126747.0
808,lägenhet,hyra,17280,0,5,120,0,Hisingen,Göteborg,Sveavägen 93,57.7299,11.90179,True,2025-05-06,SEK,m²,144.0
809,lägenhet,hyra,6577,0,2,46,0,Spånga,Stockholm,Storgatan 20,59.38087,17.89181,True,2025-10-30,SEK,m²,143.0
810,lägenhet,köpa,5513099,5816,4,108,51047,Hisingen,Göteborg,Kyrkogatan 77,57.73226,11.90938,False,2026-04-07,SEK,m²,51047.0
811,lägenhet,hyra,6380,0,2,42,0,Rosengård,Malmö,Storgatan 114,55.59723,13.03431,False,2026-02-11,SEK,m²,152.0
812,hus,köpa,1990957,1637,1,25,79638,Bromma,Stockholm,Drottninggatan 16,59.34088,17.93746,False,2025-05-02,SEK,m²,79638.0
813,hus,köpa,12240791,2357,5,100,122407,Södermalm,Stockholm,Lindvägen 71,59.30588,18.06426,False,2025-06-19,SEK,m²,122408.0
814,hus,köpa,4039400,4320,4,84,48088,Rosengård,Malmö,Björkgatan 56,55.59553,13.03526,True,2025-04-18,SEK,m²,48088.0
815,hus,köpa,4342102,3873,5,115,37757,Rosengård,Malmö,Skolvägen 22,55.59935,13.02972,True,2025-05-28,SEK,m²,37757.0
816,hus,köpa,4951350,3344,5,95,52119,Majorna,Göteborg,Hornsgatan 40,57.70441,11.93027,False,2025-12-12,SEK,m²,52119.0
817,lägenhet,hyra,17239,0,5,105,0,Rosengård,Malmö,Kyrkogatan 19,55.58969,13.02435,True,2025-06-15,SEK,m²,164.0
818,lägenhet,hyra,13418,0,3,78,0,Östermalm,Stockholm,Storgatan 66,59.33717,18.08121,True,2025-12-16,SEK,m²,172.0
819,hus,köpa,5687245,3724,4,112,50778,Limhamn,Malmö,Drottninggatan 81,55.58394,12.92374,True,2026-02-18,SEK,m²,50779.0
820,hus,hyra,3635,0,1,23,0,Centrum,Göteborg,Drottninggatan 92,57.70492,11.97233,False,2025-05-09,SEK,m²,158.0
821,lägenhet,köpa,13018849,8100,4,108,120544,Sundbyberg,Stockholm,Skolvägen 67,59.36345,17.96383,False,2025-08-01,SEK,m²,120545.0
822,hus,köpa,3834977,2910,5,105,36523,Limhamn,Malmö,Storgatan 10,55.58241,12.92063,True,2025-10-08,SEK,m²,36524.0
823,hus,köpa,1749581,3313,2,46,38034,Limhamn,Malmö,Kyrkogatan 68,55.59194,12.93194,True,2025-10-05,SEK,m²,38034.0
824,lägenhet,hyra,6306,0,2,46,0,Rosengård,Malmö,Drottninggatan 77,55.59878,13.02487,False,2025-05-18,SEK,m²,137.0
825,lägenhet,köpa,2654224,4668,4,76,34924,Limhamn,Malmö,Lindvägen 77,55.59481,12.93566,True,2025-08-10,SEK,m²,34924.0
826,hus,köpa,3750798,3116,2,54,69459,Linnéstaden,Göteborg,Lindvägen 75,57.69411,11.94483,True,2026-01-29,SEK,m²,69459.0
827,lägenhet,hyra,3617,0,1,28,0,Västra Hamnen,Malmö,Bergsgatan 101,55.6089,12.96922,True,2025-10-31,SEK,m²,129.0
828,hus,köpa,3070943,4379,3,54,56869,Linnéstaden,Göteborg,Skolvägen 102,57.69725,11.95741,True,2025-10-13,SEK,m²,56869.0
829,lägenhet,hyra,17923,0,4,108,0,Linnéstaden,Göteborg,Strandvägen 30,57.70566,11.94496,True,2026-02-24,SEK,m²,166.0
830,lägenhet,köpa,11499737,5957,4,92,124997,Vasastan,Stockholm,Drottninggatan 116,59.33623,18.05781,True,2026-03-23,SEK,m²,124997.0
831,hus,köpa,6083469,2995,6,162,37552,Rosengård,Malmö,Kungsgatan 61,55.59652,13.02387,True,2025-12-10,SEK,m²,37552.0
832,lägenhet,köpa,20916385,8898,6,162,129113,Östermalm,Stockholm,Skolvägen 2,59.33699,18.07556,True,2026-04-08,SEK,m²,129113.0
833,lägenhet,hyra,8767,0,3,66,0,Hisingen,Göteborg,Hornsgatan 109,57.72571,11.90674,True,2025-10-31,SEK,m²,133.0
834,hus,köpa,2005965,2604,1,21,95522,Sundbyberg,Stockholm,Bergsgatan 78,59.37068,17.97201,True,2025-10-17,SEK,m²,95522.0
835,lägenhet,köpa,1780500,1324,1,23,77413,Spånga,Stockholm,Björkgatan 101,59.37989,17.90077,True,2025-12-29,SEK,m²,77413.0
836,hus,köpa,5981332,2482,5,130,46010,Hisingen,Göteborg,Storgatan 8,57.73291,11.89936,True,2025-07-31,SEK,m²,46010.0
837,lägenhet,köpa,5471725,4791,4,100,54717,Linnéstaden,Göteborg,Drottninggatan 53,57.69587,11.95089,True,2026-03-21,SEK,m²,54717.0
838,lägenhet,köpa,4718741,6322,5,90,52430,Centrum,Göteborg,Drottninggatan 106,57.71278,11.98098,True,2025-10-18,SEK,m²,52430.0
839,lägenhet,köpa,5021123,6085,5,130,38624,Hyllie,Malmö,Björkgatan 53,55.56266,12.97806,True,2025-10-18,SEK,m²,38624.0
840,lägenhet,köpa,10132821,5686,4,96,105550,Kungsholmen,Stockholm,Björkgatan 75,59.33363,18.02271,True,2025-07-07,SEK,m²,105550.0
841,hus,köpa,12505041,2562,4,112,111652,Nacka,Stockholm,Bergsgatan 103,59.31002,18.15831,True,2026-02-09,SEK,m²,111652.0
842,lägenhet,köpa,7183268,3206,4,72,99767,Nacka,Stockholm,Storgatan 41,59.30886,18.158,True,2026-04-04,SEK,m²,99768.0
843,lägenhet,hyra,9944,0,3,78,0,Centrum,Göteborg,Lindvägen 106,57.71378,11.97655,True,2025-08-27,SEK,m²,127.0
844,hus,köpa,2066717,3260,1,18,114817,Nacka,Stockholm,Parkvägen 85,59.31896,18.16811,True,2025-08-04,SEK,m²,114818.0
845,lägenhet,hyra,3751,0,1,28,0,Rosengård,Malmö,Drottninggatan 30,55.59635,13.03065,True,2025-09-22,SEK,m²,134.0
846,lägenhet,köpa,4768985,3766,2,54,88314,Östermalm,Stockholm,Lindvägen 106,59.32871,18.07933,False,2025-10-03,SEK,m²,88315.0
847,lägenhet,hyra,19276,0,5,115,0,Limhamn,Malmö,Björkgatan 25,55.58894,12.92366,True,2025-12-23,SEK,m²,168.0
848,lägenhet,hyra,11278,0,3,75,0,Majorna,Göteborg,Lindvägen 39,57.70712,11.92435,False,2025-05-01,SEK,m²,150.0
849,lägenhet,köpa,9181342,5870,5,110,83466,Södermalm,Stockholm,Drottninggatan 50,59.30584,18.06118,True,2025-12-06,SEK,m²,83467.0
850,lägenhet,hyra,8454,0,2,50,0,Nacka,Stockholm,Drottninggatan 27,59.30257,18.15663,True,2026-03-28,SEK,m²,169.0
851,hus,köpa,7030639,2569,3,63,111597,Bromma,Stockholm,Drottninggatan 29,59.34107,17.93884,True,2026-03-08,SEK,m²,111597.0
852,hus,köpa,768461,2444,1,18,42692,Hyllie,Malmö,Kyrkogatan 44,55.56749,12.97261,True,2025-07-04,SEK,m²,42692.0
853,hus,köpa,4957264,2984,3,72,68850,Centrum,Göteborg,Kyrkogatan 106,57.69946,11.98314,True,2025-07-09,SEK,m²,68851.0
854,hus,hyra,18383,0,6,108,0,Solna,Stockholm,Kyrkogatan 115,59.36525,17.99305,True,2025-05-02,SEK,m²,170.0
855,hus,köpa,1721211,3361,2,38,45295,Linnéstaden,Göteborg,Parkvägen 104,57.6965,11.94796,True,2026-02-13,SEK,m²,45295.0
856,hus,köpa,4828564,3568,4,92,52484,Rosengård,Malmö,Kyrkogatan 61,55.58955,13.02914,False,2026-01-04,SEK,m²,52484.0
857,lägenhet,hyra,2828,0,1,19,0,Sundbyberg,Stockholm,Storgatan 71,59.3626,17.97279,True,2025-07-14,SEK,m²,149.0
858,hus,köpa,3685097,3017,3,75,49134,Västra Hamnen,Malmö,Bergsgatan 95,55.61963,12.98374,False,2025-12-05,SEK,m²,49135.0
859,lägenhet,köpa,1275637,2034,1,28,45558,Hyllie,Malmö,Skolvägen 51,55.57047,12.97042,True,2025-07-10,SEK,m²,45558.0
860,lägenhet,köpa,3177093,5285,3,78,40731,Rosengård,Malmö,Kungsgatan 100,55.58771,13.03393,False,2025-11-29,SEK,m²,40732.0
861,hus,köpa,7553179,4396,5,135,55949,Centrum,Göteborg,Storgatan 72,57.70476,11.96526,True,2025-08-12,SEK,m²,55949.0
862,lägenhet,köpa,4876258,5125,4,72,67725,Hisingen,Göteborg,Björkgatan 58,57.7265,11.89022,True,2025-11-09,SEK,m²,67726.0
863,hus,köpa,7674665,1653,6,156,49196,Linnéstaden,Göteborg,Parkvägen 74,57.70266,11.96062,True,2025-05-22,SEK,m²,49197.0
864,lägenhet,köpa,2955231,6020,4,96,30783,Hyllie,Malmö,Kyrkogatan 62,55.55973,12.97299,False,2026-02-20,SEK,m²,30784.0
865,lägenhet,hyra,12203,0,4,92,0,Vasastan,Stockholm,Storgatan 116,59.33583,18.05633,True,2025-07-12,SEK,m²,133.0
866,lägenhet,köpa,1423574,1868,1,27,52724,Hisingen,Göteborg,Lindvägen 19,57.73614,11.89992,True,2026-01-25,SEK,m²,52725.0
867,lägenhet,hyra,12694,0,3,78,0,Hyllie,Malmö,Kungsgatan 67,55.55228,12.97885,True,2025-08-13,SEK,m²,163.0
868,lägenhet,köpa,1172259,2622,2,38,30848,Västra Hamnen,Malmö,Sveavägen 65,55.61147,12.97965,True,2025-06-06,SEK,m²,30849.0
869,hus,köpa,2198826,3765,2,46,47800,Hyllie,Malmö,Sveavägen 28,55.55928,12.97578,True,2025-11-29,SEK,m²,47801.0
870,lägenhet,köpa,5091046,1837,2,42,121215,Vasastan,Stockholm,Strandvägen 101,59.34835,18.05336,True,2026-01-17,SEK,m²,121215.0
871,hus,köpa,13344804,3930,5,125,106758,Bromma,Stockholm,Hornsgatan 17,59.33959,17.93305,False,2025-09-26,SEK,m²,106758.0
872,lägenhet,hyra,9271,0,3,54,0,Linnéstaden,Göteborg,Björkgatan 45,57.70455,11.94808,False,2025-12-09,SEK,m²,172.0
873,hus,köpa,855612,3830,1,23,37200,Hyllie,Malmö,Kungsgatan 68,55.55453,12.97364,True,2025-07-03,SEK,m²,37201.0
874,hus,köpa,2254475,3929,2,50,45089,Hyllie,Malmö,Storgatan 40,55.56919,12.97873,True,2025-07-25,SEK,m²,45090.0
875,hus,köpa,5306077,2584,4,104,51019,Centrum,Göteborg,Parkvägen 116,57.71647,11.96574,True,2026-01-27,SEK,m²,51020.0
876,hus,köpa,10610135,3138,4,92,115327,Nacka,Stockholm,Lindvägen 71,59.31202,18.17098,True,2025-07-25,SEK,m²,115328.0
877,lägenhet,köpa,4085340,7458,6,120,34044,Rosengård,Malmö,Strandvägen 91,55.59835,13.03637,False,2026-03-02,SEK,m²,34044.0
878,lägenhet,köpa,11631669,8030,6,120,96930,Sundbyberg,Stockholm,Storgatan 34,59.36899,17.96899,True,2025-11-29,SEK,m²,96931.0
879,lägenhet,hyra,12814,0,5,100,0,Majorna,Göteborg,Bergsgatan 18,57.69462,11.93708,True,2026-02-25,SEK,m²,128.0
880,lägenhet,köpa,2982377,6491,4,84,35504,Rosengård,Malmö,Kyrkogatan 64,55.59015,13.02677,True,2025-12-25,SEK,m²,35504.0
881,hus,köpa,2763710,1707,3,72,38384,Rosengård,Malmö,Lindvägen 95,55.58668,13.03761,True,2026-01-14,SEK,m²,38385.0
882,lägenhet,hyra,23733,0,6,132,0,Solna,Stockholm,Björkgatan 120,59.35521,17.99765,True,2025-11-26,SEK,m²,180.0
883,hus,köpa,1402092,2750,1,27,51929,Västra Hamnen,Malmö,Bergsgatan 58,55.61306,12.96641,True,2026-03-30,SEK,m²,51929.0
884,hus,köpa,7178932,3652,6,114,62973,Linnéstaden,Göteborg,Strandvägen 51,57.70622,11.94842,True,2025-12-25,SEK,m²,62973.0
885,hus,köpa,4771636,3797,5,140,34083,Hyllie,Malmö,Lindvägen 81,55.56853,12.96807,True,2025-05-13,SEK,m²,34083.0
886,hus,köpa,1962139,2605,2,42,46717,Centrum,Göteborg,Lindvägen 90,57.70573,11.97597,True,2025-08-06,SEK,m²,46718.0
887,lägenhet,köpa,889091,1267,1,18,49393,Limhamn,Malmö,Björkgatan 52,55.58099,12.93936,True,2025-07-01,SEK,m²,49394.0
888,lägenhet,köpa,12260560,10591,6,144,85142,Solna,Stockholm,Kyrkogatan 48,59.35163,18.00231,True,2026-01-10,SEK,m²,85143.0
889,hus,köpa,6717411,3223,4,72,93297,Bromma,Stockholm,Sveavägen 68,59.3327,17.93502,False,2025-05-07,SEK,m²,93297.0
890,lägenhet,hyra,6661,0,2,46,0,Västra Hamnen,Malmö,Skolvägen 56,55.60969,12.97803,True,2025-12-28,SEK,m²,145.0
891,lägenhet,hyra,21416,0,6,162,0,Farsta,Stockholm,Sveavägen 10,59.23374,18.10068,True,2025-07-19,SEK,m²,132.0
892,lägenhet,köpa,4623070,10788,6,150,30820,Hyllie,Malmö,Drottninggatan 28,55.56207,12.98174,True,2026-04-04,SEK,m²,30820.0
893,hus,köpa,16812812,3345,5,140,120091,Farsta,Stockholm,Skolvägen 13,59.23731,18.094,False,2025-10-25,SEK,m²,120092.0
894,lägenhet,köpa,16497763,7729,6,162,101838,Nacka,Stockholm,Strandvägen 7,59.31585,18.15671,True,2025-09-20,SEK,m²,101838.0
895,hus,köpa,7317958,2129,3,69,106057,Sundbyberg,Stockholm,Drottninggatan 95,59.36852,17.96582,False,2026-03-10,SEK,m²,106057.0
896,hus,köpa,12253304,2698,4,104,117820,Östermalm,Stockholm,Skolvägen 19,59.33863,18.08691,True,2025-12-25,SEK,m²,117820.0
897,hus,köpa,6354888,3956,3,66,96286,Lidingö,Stockholm,Kungsgatan 48,59.37472,18.1459,True,2026-02-13,SEK,m²,96286.0
898,hus,köpa,8462973,4137,5,90,94033,Södermalm,Stockholm,Kyrkogatan 97,59.32067,18.0661,True,2025-08-10,SEK,m²,94033.0
899,hus,köpa,3121100,4035,3,72,43348,Limhamn,Malmö,Skolvägen 78,55.58823,12.93816,True,2025-12-28,SEK,m²,43349.0
900,hus,köpa,7662880,4437,4,100,76628,Linnéstaden,Göteborg,Skolvägen 15,57.69879,11.95926,True,2026-01-04,SEK,m²,76629.0
901,hus,köpa,5089490,3266,6,108,47124,Limhamn,Malmö,Björkgatan 85,55.57987,12.93503,True,2025-12-06,SEK,m²,47125.0
902,lägenhet,hyra,14874,0,5,110,0,Spånga,Stockholm,Hornsgatan 108,59.38677,17.90258,True,2025-10-14,SEK,m²,135.0
903,lägenhet,köpa,9649514,6523,5,100,96495,Nacka,Stockholm,Kungsgatan 2,59.30119,18.16403,True,2025-07-11,SEK,m²,96495.0
904,hus,köpa,2835844,3745,2,44,64451,Centrum,Göteborg,Storgatan 109,57.69996,11.96955,True,2025-10-06,SEK,m²,64451.0
905,lägenhet,hyra,14064,0,5,115,0,Lidingö,Stockholm,Hornsgatan 1,59.36049,18.14816,True,2025-04-22,SEK,m²,122.0
906,hus,köpa,11330139,3817,4,112,101161,Hägersten,Stockholm,Strandvägen 32,59.3101,18.00327,True,2025-09-10,SEK,m²,101162.0
907,lägenhet,köpa,1329119,1529,1,28,47468,Hyllie,Malmö,Sveavägen 113,55.56327,12.97004,True,2026-01-17,SEK,m²,47469.0
908,hus,köpa,13858848,3370,6,126,109990,Kungsholmen,Stockholm,Parkvägen 108,59.32343,18.03433,True,2026-03-09,SEK,m²,109991.0
909,lägenhet,hyra,19172,0,6,108,0,Majorna,Göteborg,Sveavägen 73,57.70849,11.94002,True,2025-07-13,SEK,m²,178.0
910,hus,köpa,6332328,1962,3,66,95944,Lidingö,Stockholm,Björkgatan 102,59.36622,18.15536,True,2025-12-12,SEK,m²,95944.0
911,lägenhet,köpa,1999603,2519,2,38,52621,Västra Hamnen,Malmö,Hornsgatan 36,55.60343,12.9687,True,2025-11-06,SEK,m²,52621.0
912,lägenhet,köpa,3581273,8415,5,115,31141,Västra Hamnen,Malmö,Parkvägen 120,55.61651,12.97478,True,2025-12-28,SEK,m²,31142.0
913,lägenhet,köpa,11079746,6571,4,112,98926,Spånga,Stockholm,Storgatan 84,59.38382,17.89812,True,2025-05-29,SEK,m²,98926.0
914,hus,köpa,2049660,3075,2,50,40993,Hyllie,Malmö,Lindvägen 45,55.55328,12.97567,True,2025-07-10,SEK,m²,40993.0
915,lägenhet,hyra,21686,0,6,150,0,Majorna,Göteborg,Parkvägen 27,57.695,11.93695,True,2025-04-19,SEK,m²,145.0
